,*,anon,comment,contentformat,contentmodel,minor,parentid,revid,timestamp,user
10,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]",,"/* top */clean up, added [[CAT:O|orphan]], [[CAT:UL|underlinked]] tags using [[Project:AWB|AWB]] (12084)",text/x-wiki,wikitext,,740715668,740715695,"(2016, 9, 22, 20, 37, 6, 3, 266, -1)",Magioladitis
11,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]",,added [[Category:Business]] using [[WP:HC|HotCat]],text/x-wiki,wikitext,,740715695,740715731,"(2016, 9, 22, 20, 37, 22, 3, 266, -1)",Ad Orientem
12,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]",,added [[Category:Crime]] using [[WP:HC|HotCat]],text/x-wiki,wikitext,,740715731,740715806,"(2016, 9, 22, 20, 38, 0, 3, 266, -1)",Ad Orientem
13,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]
[[Category:Espionage]]",,added [[Category:Espionage]] using [[WP:HC|HotCat]],text/x-wiki,wikitext,,740715806,740715854,"(2016, 9, 22, 20, 38, 22, 3, 266, -1)",Ad Orientem
14,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]
[[Category:Espionage]]
[[Category:Data breaches]]
[[Category:Technology companies]]
[[Category:Data breaches in the United States]]
[[Category:Business]]
[[Category:Internet privacy]]
[[Category:Crime]]
[[Category:Identity theft incidents]]",,+[[Category:Data breaches]]; +[[Category:Data breaches in the United States]]; +[[Category:Internet privacy]]; +[[Category:Identity theft incidents]] using [[WP:HC|HotCat]],text/x-wiki,wikitext,,740715854,740715899,"(2016, 9, 22, 20, 38, 45, 3, 266, -1)",Fixuture
15,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/> Users were advised to be wary of suspicious activity in their accounts including suspicious emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]
[[Category:Espionage]]
[[Category:Data breaches]]
[[Category:Technology companies]]
[[Category:Data breaches in the United States]]
[[Category:Business]]
[[Category:Internet privacy]]
[[Category:Crime]]
[[Category:Identity theft incidents]]",,add,text/x-wiki,wikitext,,740715899,740716765,"(2016, 9, 22, 20, 45, 34, 3, 266, -1)",Ad Orientem
16,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/> Users were advised to be wary of unusual activity in their accounts including suspicious emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]
[[Category:Espionage]]
[[Category:Data breaches]]
[[Category:Technology companies]]
[[Category:Data breaches in the United States]]
[[Category:Business]]
[[Category:Internet privacy]]
[[Category:Crime]]
[[Category:Identity theft incidents]]",,edit,text/x-wiki,wikitext,,740716765,740716871,"(2016, 9, 22, 20, 46, 16, 3, 266, -1)",Ad Orientem
17,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/> Users were advised to be wary of unusual activity in their accounts including suspicious emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Security experts cautioned that the incident could have far reaching consequences involving privacy including potentially including finance and banking as well as personal information about friends, family and more personal aspects of people's lives that could be culled from emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]
[[Category:Espionage]]
[[Category:Data breaches]]
[[Category:Technology companies]]
[[Category:Data breaches in the United States]]
[[Category:Business]]
[[Category:Internet privacy]]
[[Category:Crime]]
[[Category:Identity theft incidents]]",,add,text/x-wiki,wikitext,,740716871,740717599,"(2016, 9, 22, 20, 52, 3, 3, 266, -1)",Ad Orientem
18,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/> Users were advised to be wary of unusual activity in their accounts including suspicious emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Security experts cautioned that the incident could have far reaching consequences involving privacy including potentially including finance and banking as well as personal information about friends, family and more personal aspects of people's lives that could be culled from emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was not immediately certain how long the company had been aware of the breach.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref>

==References==
{{reflist}}

[[Category:Hacking by year]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]
[[Category:Espionage]]
[[Category:Data breaches]]
[[Category:Technology companies]]
[[Category:Data breaches in the United States]]
[[Category:Business]]
[[Category:Internet privacy]]
[[Category:Crime]]
[[Category:Identity theft incidents]]",,add,text/x-wiki,wikitext,,740717599,740717945,"(2016, 9, 22, 20, 54, 42, 3, 266, -1)",Ad Orientem
19,"{{Multiple issues|
{{Underlinked|date=September 2016}}
{{Orphan|date=September 2016}}
}}

{{current|date=September 2016}}
On September 22, 2016 [[Yahoo]] reported that account information for up to 500 million user had been [[hack]]ed.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Yahoo alleged in its statement that the act was ""state sponsored.""<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was believed that the hack compromised personal data from the accounts including names, addresses, passwords, telephone numbers and possibly encrypted information including security questions.<ref name=""Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts"">{{cite web | url=http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586 | title=Yahoo Says 'State-Sponsored Actor' Hacked 500M Accounts | publisher=NBC News | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Further the statement claimed that the hacker was no longer in Yahoo's system and that the company was fully cooperating with law enforcement.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts""/> Users were advised to be wary of unusual activity in their accounts including suspicious emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> Security experts cautioned that the incident could have far reaching consequences involving privacy including potentially including finance and banking as well as personal information about friends, family and more personal aspects of people's lives that could be culled from emails.<ref name=""Yahoo Says Hackers Stole Data on 500 Million Users in 2014"">{{cite web | url=http://www.nytimes.com/2016/09/23/technology/yahoo-hackers.html?_r=0 | title=Yahoo Says Hackers Stole Data on 500 Million Users in 2014 | publisher=New York Times | date=September 22, 2016 | accessdate=22 September 2016}}</ref> It was not immediately certain how long the company had been aware of the breach.<ref name=""Yahoo confirms data breach affecting at least 500 million accounts"">{{cite web | url=https://www.washingtonpost.com/news/the-switch/wp/2016/09/22/report-yahoo-to-confirm-data-breach-affecting-hundreds-of-millions-of-accounts/?hpid=hp_hp-top-table-main_yahoo-switch-330pm%3Ahomepage%2Fstory | title=Yahoo confirms data breach affecting at least 500 million accounts | publisher=Washington Post | date=September 22, 2016 | accessdate=22 September 2016}}</ref>

==References==
{{reflist}}

[[Category:Hacking in the 2010s]]
[[Category:Technology companies]]
[[Category:Business]]
[[Category:Crime]]
[[Category:Espionage]]
[[Category:Data breaches]]
[[Category:Technology companies]]
[[Category:Data breaches in the United States]]
[[Category:Business]]
[[Category:Internet privacy]]
[[Category:Crime]]
[[Category:Identity theft incidents]]",,removed [[Category:Hacking by year]]; added [[Category:Hacking in the 2010s]] using [[WP:HC|HotCat]],text/x-wiki,wikitext,,740717945,740717967,"(2016, 9, 22, 20, 54, 53, 3, 266, -1)",Fixuture
